B1,B2,B3,B0=D3,D0,D1,D2
16690,90455,86411,51897,47444,86411,13503
53397,95177,45306,10595,19813,81065,76539
28804,47067,51535,86438,90310,49584,81471
25982,88811,19008,74073,172,25239,95216
99700,67092,43681,86216,12504,12422,5584
7775,67890,42994,10345,35790,67295,86021
80660,24179,11523,95016,83215,68639,96216
10167,23633,73015,74436,47712,57924,23271
52466,14517,70495,27804,34297,60323,32334
55632,49176,54515,76783,47092,98913,46620
60996,77385,6994,59863,57397,89609,31118
95735,92380,50993,84220,69119,66645,77972
52235,13681,86301,91000,14715,45135,82441
72696,52260,78151,46278,33865,57348,84562
70412,84338,36193,10799,44435,78782,26841
19868,5251,24838,65387,8329,2131,71711
80313,29931,52998,17620,47549,6794,18838
88531,84184,30495,76788,39106,869,43554
19245,93904,35244,83705,94243,38338,55153
4264,56062,59511,49494,83871,73423,37018
94016,77889,26839,97827,7700,61188,22486
17707,81813,50733,19090,15702,41397,80188
34123,3713,76668,56685,95222,66733,68795
31087,99323,3624,53734,59939,93082,90199
74589,33377,88004,37202,41689,12680,61338
7328,80418,10801,59134,9743,55790,12778
17906,4825,78310,77610,26914,78720,84410
36337,4157,52992,30786,10450,13178,69637
3136,76953,88769,14249,82013,52858,29449
91671,33569,83886,85737,91273,63651,78612
68776,60928,4282,86502,6570,27783,85246
34272,57266,58590,59778,61867,7257,65898
31185,14385,31336,77706,97549,32325,24406
76393,47181,80388,77814,45816,84728,89271
75302,15825,44049,61074,69259,4532,20747
30307,3574,56113,42826,79818,45395,91781
24768,65554,26686,65684,95922,34636,75494
67066,88619,13341,5316,79724,70777,7264
76505,79042,95751,2298,6579,36453,77161
3399,51380,65937,77015,88739,28965,87653
53096,3321,1917,8370,57408,21756,74321
37911,70640,89132,28857,80014,61134,84853
86872,85196,36062,3391,8714,68509,86574
51492,30777,36490,58041,57046,27536,7148
43830,67684,6409,94255,68458,41809,35229
69791,63598,83691,6324,67173,93407,57671
44398,22609,76713,60627,41373,16700,44042
96172,20760,57843,76228,39933,19967,35298
44162,77176,1654,90045,70404,1607,83217
24762,4119,22029,35797,78427,50083,35286
45549,12359,56922,59310,89989,41827,10687
67854,27983,85534,35136,85612,74771,50754
71711,6995,2122,82358,64121,25474,12858
43848,74365,75532,12418,16915,62969,93484
67232,20377,97045,97656,44001,25216,42204
58711,71501,25690,59910,60699,65448,22547
49813,2872,61334,26910,7583,77107,56502
63961,57033,54734,71310,52251,6218,93547
46069,62512,22721,37874,23786,38347,18050
21755,8013,5357,78953,87612,62248,15739
81718,47924,78731,15714,55243,2537,95583
41039,95120,45502,40834,14261,90257,54212
46216,50661,44970,27802,15188,96936,82844
99515,79118,76167,59508,26889,48728,538
43567,32328,43503,86839,45239,44665,25505
81607,74002,61464,92351,82652,43113,6228
97183,3113,6638,7435,66488,25335,14779
72245,80186,36589,89291,54783,91372,37303
66935,4533,38553,31611,6002,7747,95226
29528,80823,99524,41684,11172,42548,3671
79773,51908,90299,93685,34650,30865,71479
4377,93036,28563,83248,88887,68606,37953
99175,89815,81275,59685,35175,25590,70976
30307,3574,56113,42826,33056,87457,95363
57328,10776,32556,5161,68674,7686,17934
36181,26097,60171,89123,41211,2635,32320
44398,22609,76713,60627,31469,43648,1189
49482,74091,68766,55967,17880,4366,61896
94823,10457,79139,68740,60330,88508,79718
21986,12813,50888,52231,28239,48399,90965
79921,40836,65192,43776,20384,95146,79215
48082,27122,49213,5132,42022,84542,47188
53096,3321,1917,8370,36768,42118,14935
25300,91758,2019,67117,75073,55409,35295
83207,24887,26323,33269,43485,15711,68442
67066,88619,13341,5316,44610,13214,1335
37911,70640,89132,28857,4437,27365,57032
22092,34082,4333,98169,59176,69680,17073
66921,24276,71884,1791,45,30609,94478
55466,32963,30929,50944,6087,93840,65751
78718,56626,31933,33813,74609,70405,96117
35416,84847,5176,91904,86004,19384,37175
87571,32093,57449,11686,23127,63234,76624
27429,70735,35049,25041,23172,80432,35038
89538,28564,27632,97341,59319,32197,50739
22551,59716,69768,71542,7308,62574,75032
91510,51953,1126,9929,82109,88605,94894
24711,85553,67229,2656,67939,5461,48581
62213,59180,36036,14362,61887,1585,79943
36354,20895,44031,12304,78458,73776,98313
58448,78052,9348,82875,50559,76239,1984
27174,4973,68994,99329,19014,29111,16184
44584,97961,66996,84531,17570,36347,936
35346,13352,91014,32209,97113,1208,85001
59882,71741,68919,76195,98957,71038,18394
3265,27407,28553,70962,91466,38575,22006
90925,93766,28395,32695,8361,67586,64423
90594,63755,73414,54239,8190,6912,71799
68923,2091,53558,27527,73099,38593,70821
72516,39503,36854,94334,30707,40246,12943
19314,69576,23242,99974,30395,34523,61093
57145,44114,75303,39138,37423,21685,77261
92461,11875,3393,14783,57232,77866,70545
10345,61250,58472,59787,79252,6442,45676
82617,9884,88800,40453,57838,36294,80369
80111,49219,37297,27164,84331,2190,44950
89789,68530,16139,74769,81550,50699,11856
80879,58637,14648,80558,83457,92860,67414
97278,11115,93827,71941,98243,25394,66351
57145,44114,75303,39138,39431,78307,64958
36740,57303,94400,26546,24994,78318,51597
13294,74623,9323,66055,31198,19380,23073
32265,86716,13951,12554,88605,39711,41600
2120,20604,44547,7086,39570,9071,90738
58448,78052,9348,82875,5727,26295,30154
59799,68296,63769,92504,72616,87354,99347
7910,47983,30529,32482,25437,91849,81506
12088,13810,22703,14635,93962,62506,11120
65707,10288,38015,28692,6411,31013,92311
93689,13759,89476,2262,6700,70771,8616
49092,75752,79781,77840,79647,31803,11065
3651,91338,91430,93247,74584,93768,8624
21687,59095,51200,95518,47302,60856,91447
76883,92677,61926,46402,26272,32520,21587
91510,51953,1126,9929,95409,44762,44125
6013,29784,58525,97431,23245,32015,44258
97826,13780,38336,88567,52212,79627,99871
3651,91338,91430,93247,76840,30004,82616
94881,32945,88989,90967,79015,12170,86644
39567,6596,1716,76389,61293,15671,70428
43347,56893,91898,57827,87965,54346,51134
34448,16657,48423,90376,25133,48211,32225
57145,44114,75303,39138,84380,50515,25959
22551,59716,69768,71542,36206,56041,8396
52133,87836,3535,52053,16437,69879,38299
97151,2986,31353,60426,6054,83867,47305
9209,42131,92224,65854,58395,70127,45415
40476,10062,42181,88941,76919,17935,31967
11225,26500,13991,82947,82475,18485,53069
49767,56016,42801,33455,56860,72196,71049
80811,9188,46885,8096,69636,28635,1379
81199,18093,20810,10553,25672,57632,41638
37947,42895,70884,89577,26938,34955,1556
44179,58408,48256,97699,38897,34936,34315
90708,13987,26785,30731,16115,92295,22554
88652,71367,9156,44178,22515,22141,97750
88977,72633,91433,21568,16377,44029,76169
9209,42131,92224,65854,500,27194,91124
5464,52606,9926,65166,90214,71581,80647
75414,72112,56599,23003,89395,40700,3832
31154,701,58562,88812,47653,95949,79139
44179,58408,48256,97699,75911,25722,49164
22008,22089,68899,26521,35471,60306,46489
81716,30034,17492,53560,3605,93180,34893
67215,51243,20211,93462,78553,96727,81570
9209,42131,92224,65854,52118,13267,19580
79973,84479,87987,23146,56362,51745,36428
16856,3869,37012,77254,20921,47161,98357
95966,76032,11177,78275,1079,50779,4134
73223,35692,87593,38689,58858,27244,84932
49767,56016,42801,33455,564,81858,16275
80519,88818,28939,83801,87682,92679,18938
29559,26819,99362,41618,75754,62851,53127
50877,53471,60662,58312,9917,80847,71899
64648,76164,17272,75511,13174,64503,95086
43391,64425,62608,29317,59,48469,78349
44179,58408,48256,97699,88571,42961,69877
75033,47194,16136,18875,33938,87453,37718
88652,71367,9156,44178,74814,44600,70295
44179,58408,48256,97699,50381,90152,59205
60116,12129,16097,15425,30328,227,63819
95387,1507,75007,65283,24154,88566,42838
10634,89417,91894,93928,40618,28553,43215
87786,49972,17639,49464,24007,992,77304
60155,98069,73684,11296,93618,61437,77007
53931,71732,2191,19234,22318,91941,38249
48157,82529,58844,43079,48690,79269,6560
5464,52606,9926,65166,89494,95627,73241
55477,69057,22162,20652,21822,11948,81027
51104,25693,98792,84693,77116,12724,48197
62225,33134,82094,40457,93023,51118,90604
67442,53885,64132,34398,63815,19650,44335
30873,69457,84247,13283,48365,1088,8351
40301,4973,87106,17689,98258,56664,41421
7919,87632,45402,94708,51499,2943,71884
97723,36333,95625,48184,66207,35928,94226
94348,88834,80980,85463,22249,74314,70963
80519,88818,28939,83801,51068,46165,39926
91410,74666,12754,69734,347,47454,49910
24914,21719,12493,98642,16574,85753,56432
99357,69673,81057,27328,69381,66265,77312
7155,33793,44188,1385,58478,41616,84601
91076,46186,59182,24816,96429,81102,42511
41620,97582,12846,78634,5484,51711,47425
59073,31781,65,75674,99822,95414,28860
17131,60695,32721,69777,28018,39090,94090
73736,93688,74069,96190,36882,66998,22517
5124,81210,33663,45368,3918,53870,78043
90122,45218,6123,91895,93899,58739,81267
87786,49972,17639,49464,49670,25641,27
10634,89417,91894,93928,18443,25131,85922
38823,95329,95907,75455,55462,27353,77843
48157,82529,58844,43079,93573,42220,23107
44179,58408,48256,97699,86151,57324,346
18305,79276,27421,37501,40875,6948,14076
58603,98947,65002,55527,49747,31161,79879
56273,58157,58817,34702,10371,9556,10824
34580,21634,88508,41109,76148,76267,86760
56355,15578,33962,8118,13381,69027,61589
41724,17761,11655,29722,27615,72954,77884
40477,79133,55548,5939,40335,85763,38805
47412,89601,78657,26102,96158,51596,9603
94119,5861,23235,65113,67704,4591,74247
20265,45002,71890,88974,97066,24001,18273
23675,74978,54584,46803,36134,8248,71381
56468,85151,87150,19306,97372,26287,65507
83325,81527,87452,25748,58707,46407,30511
31389,28363,23864,88714,26441,20675,52588
35816,45837,98292,33182,25123,40795,14212
31414,57523,39910,40829,5154,45357,98282
89817,14383,61919,41045,77933,69027,53126
99531,2343,98772,192,39593,96530,29133
32784,93153,68413,747,16274,77591,31978
12670,21981,72601,58657,16057,66890,78654
74934,5460,25235,25671,70635,81379,5952
54801,72302,2193,60971,89857,16989,3210
42577,56023,1976,46299,75607,56565,30952
22370,48695,29933,24304,25911,91171,49598
15722,21777,95942,62224,81138,3599,48717
83924,92721,8135,84582,84200,15133,79968
1099,32204,34696,34564,11122,77435,96227
27464,47639,56412,85725,27130,62130,15679
96211,89184,24719,52030,72783,56404,60651
62495,85028,20334,59918,25457,23792,63398
70114,50751,67872,4899,13262,33817,64965
34119,31428,2139,69552,98529,83061,47216
53876,37560,93367,31390,91775,77931,59695
94644,83168,83953,25312,4594,78736,50600
19740,83542,39998,37776,17764,34860,43902
82039,86305,57208,60552,72359,63458,90002
94408,62362,5186,40408,89353,88148,29313
58182,60174,13260,61360,53139,29157,38077
70299,46081,22168,91947,20862,32736,67775
47412,89601,78657,26102,93948,57011,73878
96915,98029,42823,73880,28749,20196,56677
81807,82259,47443,97495,41873,7086,43725
83325,81527,87452,25748,72255,71807,72575
66707,20182,45804,75471,62822,97707,54789
54515,18768,50826,71796,74727,26143,9753
71973,10700,59686,21378,15348,2170,86048
61238,38219,93342,75857,78284,4737,61442
24688,22259,91978,56516,58757,67713,56417
72273,41175,52843,11004,73676,47591,7977
2896,75181,72683,33658,54301,3894,56118
56273,58157,58817,34702,86833,13966,52623
97939,47285,55181,45185,7811,19380,73796
33618,2904,65328,56055,52467,84456,10234
83325,81527,87452,25748,64362,2678,68278
77443,76936,50978,7863,7818,7532,52444
93397,51582,40523,24782,31017,19108,81702
87592,6505,43053,50806,76151,81336,46639
40527,48173,55164,15614,10421,6546,44425
19444,38149,77215,98313,89843,42440,72890
4383,62947,84868,80903,19378,25410,49093
725,99435,73166,20311,12202,97703,9503
81610,6139,78247,22320,12559,45520,42877
18126,73568,62992,78207,14418,79949,1194
52191,14380,4724,87751,25750,62000,90713
52715,55196,12868,85066,83132,43092,25058
93871,32010,59398,92023,70033,55204,320
66145,84195,37866,9066,1396,71173,97780
53359,54369,52641,42667,72519,62831,72195
40812,37309,7548,77968,66692,79780,41940
4816,16153,21290,18389,56919,19616,51795
40709,42352,57944,12314,49041,90936,59327
59097,89797,60547,83324,91517,76980,58815
40812,37309,7548,77968,87344,47407,72649
62548,15503,47997,30367,69449,23836,68651
74037,56677,5859,44213,56483,20768,47707
54914,56430,29832,82205,3439,71793,16125
63536,65276,15132,19702,10010,75557,26711
17018,67732,75428,28035,68564,2988,6424
17421,50737,51308,58188,30329,60165,20813
18126,73568,62992,78207,30770,41517,2069
725,99435,73166,20311,5847,1452,50182
9007,86065,77438,84120,14076,59794,24238
53622,80641,79611,48364,7118,17983,23975
22967,55203,77859,33900,36715,6160,3209
12119,81574,11488,38114,65533,54516,4073
39156,7998,58823,68928,28222,68223,28449
91435,48387,36593,11031,41191,88251,16927
99685,38465,32691,40487,3732,82132,11658
35678,15844,59153,80909,37524,55142,35343
91435,48387,36593,11031,79690,27329,77060
58300,57112,10505,28381,77983,23543,65922
53359,54369,52641,42667,54270,96547,835
35666,55983,49663,38035,75571,84456,30966
37870,91970,16072,22899,26737,84009,84817
70571,79514,35703,53077,43952,50797,25678
52107,7038,52986,70743,26590,51867,89937
3539,98412,87231,88876,97267,2672,12883
50585,43472,17879,74438,48084,83440,8936
66797,94858,29929,4200,22001,95013,74563
9007,86065,77438,84120,56178,60541,41210
99685,38465,32691,40487,6158,19805,62643
91435,48387,36593,11031,34029,67836,5729
55527,58314,94763,92516,8987,75195,36269
84528,15907,95001,58073,69493,43424,52556
71835,66419,82197,45796,12201,90550,14717
87402,76791,64624,60852,71229,40522,39109
37870,91970,16072,22899,30566,63383,74618
60622,7912,88811,90092,29365,88508,94855
725,99435,73166,20311,92671,36102,287
52191,14380,4724,87751,35215,34975,8664
45019,26064,74988,93626,3587,155,99609
70265,9411,26775,13145,49226,7699,17092
57308,8038,96996,38242,23440,86053,10674
8523,12007,84541,69119,23073,29778,74532
8264,639,9333,3764,5698,90705,56190
72075,75491,28371,38527,20270,13493,75820
58209,99714,45853,78431,55754,27401,5374
53083,1251,21417,90747,81299,2492,99999
90379,42457,16619,56781,56658,30400,30918
44607,1158,99224,53193,47200,93071,21013
82633,74102,55102,66600,8929,74532,18626
71143,918,83838,69752,5827,54614,80216
43174,14043,19028,28393,89473,85696,44761
72346,64815,66310,83763,39150,31309,2698
66287,85967,11078,98909,19316,64660,60983
77012,23973,87973,95612,8404,90039,54115
60294,4901,70566,38905,27484,33534,28016
52206,95578,93602,81511,5008,92824,84856
28533,57963,97691,11240,69969,39342,9459
60294,4901,70566,38905,63246,23332,61411
62443,9378,13808,65931,6490,85466,3159
97475,11361,87358,55225,35803,26776,37628
62170,18302,69896,87622,63781,90158,16182
58209,99714,45853,78431,78977,25160,15355
57130,98762,22605,34993,33619,13268,96287
53083,1251,21417,90747,4786,61692,29650
85240,16077,14394,43311,22656,25287,78914
41476,19043,87434,30601,44596,3262,92611
43174,14043,19028,28393,26400,57269,40263
71143,918,83838,69752,87133,43448,51118
1253,25838,56750,65309,32455,69165,33878
68885,25937,16771,25278,55182,94050,78871
58378,28543,40995,3591,700,56894,48113
36577,72604,16465,68812,4488,22923,13723
21803,53964,22862,73857,22869,35346,96644
48212,24864,41827,29779,17779,74679,63541
4001,32984,47628,22694,83817,20890,81697
8264,639,9333,3764,15461,59400,48342
29961,9604,95774,95705,81451,57104,89442
88880,22944,31849,32621,92373,55266,49425
15962,97294,32023,58985,97639,39522,88258
74347,95845,61901,91675,21674,83430,37258
97443,28407,99335,9783,69881,92838,67572
28007,99265,54211,58818,35956,79661,25158
74082,67662,50921,63788,8930,2442,28615
57025,76616,18095,50328,76164,93817,58906
57247,72442,46447,53687,30664,83234,11605
20901,6000,11900,33683,51914,10796,46025
62443,9378,13808,65931,53308,94038,60973
71554,43302,79465,74305,71786,69690,1586
98521,81288,57259,96984,17875,24645,46432
54943,62867,41357,56916,16975,99946,77567
28007,99265,54211,58818,23068,97596,96597
28016,83301,97654,31108,47852,79747,14356
41238,9456,4520,91147,40722,49652,78113
98421,24371,8163,55554,19716,54494,73877
90379,42457,16619,56781,9220,6139,82052
67210,40279,64615,23706,32943,40858,27135
47391,66171,30260,5106,26330,22410,87601
78875,38081,76122,21982,13755,67610,60104
30328,15171,27294,11812,46975,27606,7804
71143,918,83838,69752,29112,98684,94355
62503,40028,71630,80834,90889,69761,73217
72184,24243,26726,31405,60383,14864,44900
79007,90208,78501,32647,78077,24891,35488
99097,93790,42403,61084,31088,28519,41267
25400,24386,87100,62378,75787,83046,24481
9966,62113,33102,61183,37234,37644,72981
55086,82005,25178,54400,98852,84806,91053
45323,49473,75476,1165,4509,61401,20543
54356,25511,31247,67590,40312,37167,18711
93086,24032,44715,36942,1871,61498,40882
80754,6619,40026,43896,21406,74661,24770
74318,34206,28186,77906,67268,87105,16970
61278,60023,90655,41504,2835,20738,84163
78944,21952,65976,78479,47378,47351,66653
61278,60023,90655,41504,41887,26408,58331
52719,48405,69536,68859,23946,72695,71812
46953,47527,19692,31187,63372,73357,65991
39735,61739,42603,72074,54760,98660,30991
68330,76388,88868,81719,80562,51716,37048
18097,4875,47176,55485,70123,3705,18536
52109,91319,85218,3749,3563,83071,51072
99934,87598,48728,58341,25617,5577,35226
26053,2270,31896,45148,77071,93678,82763
35358,59469,91844,76424,11022,50194,62396
26576,61744,55044,54593,39920,17668,21075
4845,24576,49920,45491,26795,23367,65618
20107,80851,97293,58931,51042,4359,19422
18560,6578,96652,28265,80255,76169,31525
61976,76061,4245,56298,57592,96263,24472
25711,65630,68695,91029,73402,15402,68353
99097,93790,42403,61084,16044,235,39756
91045,68098,82709,35098,5145,87480,23362
24052,20312,75851,10847,7922,4584,2175
83269,89277,62066,79963,63814,23355,1628
73806,81313,69290,93929,91797,82229,91728
94115,75630,33723,89325,83236,50552,49204
38088,15145,10447,28350,69818,76374,55808
27184,65860,92245,3829,70263,34938,51312
75778,37340,72900,77183,27495,35471,45519
26648,37907,91419,40263,58701,28335,61599
78639,93934,9542,58038,70018,80919,42906
31593,86514,39880,35425,47964,51898,11346
62192,4147,69025,35835,77679,52052,79523
51869,27048,89551,53269,94061,15159,9963
45299,29917,23176,34642,6773,79637,18323
47977,44759,55893,7587,25036,92458,49722
9082,56331,63405,98903,94732,63363,48819
62799,44297,41138,29654,60169,98884,63964
5565,49981,79992,17181,65932,36826,7632
38415,37853,22279,27804,34297,60323,32334
72011,50138,53848,91000,14715,45135,82441
24052,20312,75851,10847,44324,55753,89339
89172,61466,28480,17505,4068,58430,4197
78772,55052,86081,75006,65388,93428,15713
21499,30670,33624,22420,44495,43262,42494
9966,62113,33102,61183,426,26882,4966
54373,87139,29040,45679,92930,42351,50444
35077,515,94205,12238,83403,49835,14663
53378,66115,75759,59913,63583,77848,81999
67865,80422,23761,51790,56363,66960,43878
61560,21694,95508,18574,9588,31418,26802
384,16932,30928,88544,77890,42661,79778
63317,37138,92758,46755,37206,57895,64763
62678,27988,86510,32444,6072,6661,28187
