C1,C2,C3,C0=D3,D0,D1,D2
26847,22637,30589,79707,16987,58729,87320
72509,81497,88311,4363,86564,54473,16237
17646,35804,6379,15131,79474,77513,40125
54471,74323,3365,13165,4727,2063,8116
74906,32513,93385,56494,44703,4836,98706
4070,45380,1318,18868,78426,84714,19544
2784,30044,44982,95073,87987,8715,68904
83216,302,92163,650,8090,58992,71786
74359,83740,18080,61976,62213,24156,5125
7882,85504,23448,58169,36433,31973,21656
4669,66426,58083,55620,3054,7338,212
69004,65480,45693,32447,52081,11526,64572
38625,40551,81351,63825,17244,87189,79021
17484,24107,60062,45494,88938,95009,52869
74497,13901,26553,71441,70231,20930,1819
9196,58100,43371,5935,91705,25713,60203
83028,9140,84782,47122,84630,98485,11218
74497,13901,26553,71441,35162,32652,41585
17484,24107,60062,45494,30097,53529,49964
49499,5080,26575,10348,28562,34479,24213
78889,10288,82967,32149,8176,90616,95633
53295,87715,51970,70116,75021,50133,51353
20638,87458,76662,67771,52057,72982,40975
21926,12611,22577,50717,45200,44648,70564
90854,35590,99902,5772,53941,5929,41260
9289,49216,45265,4197,12185,92902,47556
91216,39591,39478,56758,96448,23047,70018
83245,32928,81903,33867,21076,65863,65666
86191,52581,43283,10430,84908,73807,75192
51187,20541,9470,1941,25677,77455,51576
11655,33751,21969,49952,64523,4901,50865
9196,58100,43371,5935,35558,72853,90072
52021,13239,1973,45683,24668,7305,16022
99669,76893,55613,45683,24668,7305,16022
11655,33751,21969,49952,94378,57554,29766
39397,77387,58757,88626,933,23348,61157
4691,14576,69521,67359,38675,89278,77988
82177,39640,70509,1985,19872,80462,89314
48720,4956,44075,68346,72023,8794,27557
34319,21554,33007,27164,84331,2190,44950
98004,73625,22111,14207,74660,46924,303
83028,9140,84782,47122,40443,92363,93188
41357,90025,6513,80563,23223,23518,78496
48178,19594,82546,60337,56442,45601,45044
79409,57899,82543,26519,20018,29425,88467
53391,25018,94128,99072,73803,12073,20908
65911,24966,51015,37105,9119,87603,7656
79409,57899,82543,26519,80917,90848,28288
70324,10894,80870,16416,4569,72921,49632
56712,43808,50726,35148,14966,55535,27828
62451,39009,59547,29360,61092,87142,82122
91689,63464,42822,52522,42643,6742,47927
61477,5285,20140,5055,70504,42888,1405
91863,39797,45392,43705,46280,68822,64767
22424,75683,15347,60008,5763,22128,58169
56712,43808,50726,35148,34006,67565,55141
89979,20756,55280,86417,80158,91320,6874
77696,20059,19388,1552,20207,46772,68656
86462,99528,19109,92133,83596,37355,22549
2200,92056,73993,22383,73163,4247,6666
16240,70170,46046,53554,37925,32122,60239
50770,7737,36750,94827,43419,96217,88941
18352,8787,52879,17227,40152,61478,68135
12773,64333,19665,84516,72684,41216,49266
37381,51952,14697,9455,10587,88296,35978
22217,58483,68223,42125,66404,23827,42098
74497,13901,26553,71441,68580,94762,5022
97864,53888,20831,32893,4636,61194,40318
29067,16653,45267,62381,27944,33935,34176
42229,64457,6953,3121,40198,13678,59242
83978,74403,6238,1791,45,30609,94478
32482,85874,98609,27801,8216,7920,83558
20750,82652,45629,63053,29859,76953,27740
77575,81046,23463,7414,75861,34837,88759
46631,25281,71759,6969,92476,6650,7420
30257,22755,13927,90051,19327,5329,58088
93844,92508,28678,58768,76000,16073,12068
46373,44774,9975,16937,66835,45465,60326
97991,20476,6710,8102,80298,78089,67407
35640,27397,10895,29433,63689,59206,58695
85308,65151,5209,73774,78115,3384,67993
72814,63814,52949,75863,70050,99978,24635
11114,80622,76511,32897,98391,95188,16939
23134,51177,86646,96873,67687,96435,37653
63034,70793,48542,88800,44221,73946,43304
49796,99902,94319,17624,76803,94767,92114
33699,60813,66853,67502,11001,56059,67834
91321,95265,39235,72110,93362,58520,88831
53358,97217,93884,47298,63051,53903,70740
78989,40542,26661,78049,78246,28478,42711
57128,66016,95659,31380,59645,84798,15616
83593,26807,89148,66983,6116,76247,26595
39972,31194,93851,78521,84384,26352,59630
24248,23956,91263,43410,99660,78752,21929
52854,82766,49031,21021,53245,54200,95575
29607,73580,44858,16452,92996,9148,76673
92380,18666,47132,97925,22663,46287,5709
74901,65529,75867,30361,78270,49107,88337
37955,77898,30902,86517,40785,48554,63814
10314,71470,69714,43319,65155,52999,62786
53358,97217,93884,47298,18460,23090,48218
77575,81046,23463,7414,84974,52038,71900
46624,59413,51429,19326,35347,96700,26061
93330,97679,78442,43722,32143,9224,77346
42607,13244,28414,85408,80452,2222,8128
47752,23649,7902,26087,6546,15304,97455
20509,12199,62545,14171,62643,80655,52317
34656,12790,94532,60723,48369,57825,68868
30375,84712,6440,91351,81423,61604,84305
54625,35136,97157,80650,96954,56661,9298
32495,95961,41961,3564,27148,74160,18442
3579,24185,51118,47610,55579,74969,11165
76862,99000,94989,35117,82867,62782,58289
42075,39970,4664,56935,69217,40819,73701
77575,81046,23463,7414,96958,14109,58661
86527,15287,89942,56474,11983,99521,68275
95095,37768,65221,15274,8616,41250,85596
20541,99159,83642,86568,62658,91466,89545
6884,96337,44840,35875,97005,78376,55929
2994,15784,51834,24792,44943,27940,38330
53367,79568,70984,33443,47946,33661,72733
80786,25224,56325,91721,92122,96643,11122
83918,15666,34727,98845,88544,10624,32055
69870,26684,62022,97690,4205,8156,257
59946,11084,15426,69778,3694,20830,19013
67997,27019,57798,3273,41353,84495,81960
71447,51882,31292,16474,16663,38676,65558
90291,41520,71929,5732,85888,22078,52540
78460,58545,31658,6827,49914,15608,27933
58827,80539,15061,48652,33911,62264,80966
74002,13973,62347,36052,77513,48378,61008
25370,12726,99178,74497,56639,55098,81147
34359,20748,5312,41529,95971,65080,9083
41611,11556,73774,88719,3292,78164,45253
28957,63291,75196,77589,46300,33308,40099
78776,14140,47576,96656,9880,67617,99099
51946,6988,63952,37878,81236,22748,10815
59084,33223,27989,41458,73556,25378,69124
8736,41860,3982,20582,98229,67045,73367
58166,76785,44379,95811,50351,55585,7634
51946,6988,63952,37878,42470,99295,69848
40042,28078,59271,51018,13414,70509,6238
30102,46925,85672,13768,21837,71109,56269
42297,46906,40249,4567,11016,21802,81615
41246,1525,831,31415,67567,21609,45427
88066,60469,41771,49974,76330,29839,11101
75013,32273,80263,8569,60774,3130,96918
9655,69517,76466,60552,72359,63458,90002
44255,33834,97633,11685,75308,82280,67109
80660,10499,51454,22204,27609,50627,67438
21432,11965,81239,72554,26661,74047,3292
6884,96337,44840,35875,72104,35352,71520
20148,83361,44700,77183,27495,35471,45519
94923,17331,46360,80408,97123,81214,88446
13603,17347,56217,58038,70018,80919,42906
23110,37530,87910,30280,68603,11263,30956
65370,65719,62440,37172,25850,49664,18256
85384,10545,65970,91290,33819,73505,27143
45323,82136,86049,75487,80165,43726,45309
48527,20856,33288,41313,70235,15088,28795
87152,25531,69145,2900,55128,59373,23767
97113,35821,6847,2900,55128,59373,23767
15009,95745,58538,71208,75137,55384,96141
33508,42064,33234,22106,42082,30439,92555
46771,32110,46449,772,23889,20133,32830
58166,76785,44379,95811,50604,52572,82315
73789,36808,2934,88896,22107,71791,44395
48527,20856,33288,41313,11926,99952,62630
11491,69707,33626,16501,70376,94960,80341
48787,265,93327,46921,88306,3591,20144
98533,94529,62505,7108,87229,22676,41677
48771,61672,48861,96529,58447,66040,76161
63407,85803,10292,22834,29490,97488,89644
99557,64578,50623,86022,17987,1616,52402
20771,3087,68299,79735,92231,79610,49357
35685,96960,1728,22768,17363,72011,66792
87159,97220,87841,36786,4563,9485,48355
36736,83000,28419,12663,71835,43215,71967
8098,45580,15292,2752,21314,23607,77103
24914,5570,31051,32573,67305,13633,54207
8319,47714,46728,34777,31016,7427,18122
65697,37906,35373,59775,68185,62650,79959
16398,46249,10064,38278,32037,97754,38422
43202,38143,75697,63434,62184,78953,25433
20655,10041,79094,79144,91645,26310,74379
39563,7158,45687,70325,71404,72797,71599
38247,59575,14457,77388,56748,35523,6358
9531,90206,63638,87625,9913,77185,37817
82349,48730,83853,50913,45636,26723,91177
20771,3087,68299,79735,49552,77341,2670
25284,27022,36631,22582,46388,20296,45787
75443,82444,4439,53204,35933,8933,10409
94734,69396,19175,34807,35883,19452,22831
45227,76803,70288,20274,86881,84229,3820
80044,9183,62048,87939,36105,866,60819
56656,35462,85192,36370,28895,5098,97800
66643,46863,58042,17486,16028,37339,21020
66643,46863,58042,17486,6616,81946,84468
29360,97268,74540,2880,62030,47001,1136
38247,59575,14457,77388,2929,21565,34528
20247,80222,41819,1677,82328,78651,3779
71333,69812,14336,22517,87734,83865,24671
64957,85597,59128,16490,93782,84870,72269
60342,8735,40144,36719,58415,31156,84347
69008,65514,16076,12988,73606,73562,82917
60342,8735,40144,36719,2603,52770,98640
12325,97131,46817,65490,11454,33955,34080
80287,88213,46059,28016,26930,8536,66832
76877,29890,22967,54602,38331,5411,70294
76998,52819,52565,41765,68695,43927,46530
62982,95579,33815,58185,50744,73467,14842
60946,68923,834,58054,38463,38122,72619
2241,92166,40485,59323,45666,77409,7357
67582,27373,57097,19239,52063,73864,7604
86969,2503,27872,76113,54553,51299,98363
94734,69396,19175,34807,81854,50197,26868
78023,9526,91833,43748,11084,48074,78049
19363,18184,74259,19087,61696,95992,51200
20247,80222,41819,1677,88921,21748,98383
5406,79063,37830,90735,34880,96525,49707
62982,95579,33815,58185,13171,68217,76005
59673,70348,5846,82705,42860,94180,86404
78023,9526,91833,43748,13652,25892,80093
88545,7680,56595,34503,17205,42317,13101
94734,69396,19175,34807,76773,51221,22280
98920,83304,70964,82700,94203,78832,29315
71333,69812,14336,22517,89697,13787,84423
89400,88315,36354,82240,96385,30577,40032
69945,81473,26465,41600,68956,50957,93627
80366,98822,23015,64165,71685,61456,44959
70694,68796,31702,71437,58128,37800,80940
93503,83641,26138,90648,6278,42512,137
45297,49799,37273,93264,73785,68897,9802
43155,25064,63139,40081,92120,88118,23967
92847,29038,93027,49236,42371,83707,60502
39508,71190,44721,9787,96643,60231,18166
93503,83641,26138,90648,27975,10609,58799
70619,98111,30161,41551,77449,29787,12701
10177,98145,57273,99262,19134,22575,54162
69945,81473,26465,41600,72354,41140,43412
1867,21429,15098,29707,34022,50240,20531
84882,45158,56698,53193,47200,93071,21013
26116,70449,13924,89759,42309,38164,64989
38569,39070,58681,54076,54162,56510,22200
89646,89762,91655,23844,74423,24341,40866
11303,80005,59913,73476,80624,4819,87068
97138,25883,62068,59288,14907,41129,24845
75942,17060,16708,49829,92790,61200,88966
18555,78688,46691,11240,69969,39342,9459
86588,32357,76021,12307,75087,22236,54983
37999,48916,78709,4784,43172,34086,81993
65469,70477,91108,34531,42479,38658,3435
35436,75501,76908,21182,64221,81254,74855
49962,40394,69820,37848,43727,90289,11367
70029,88576,89355,79206,38887,42466,34992
31743,79175,47363,27247,85784,49562,58960
32805,82371,98046,56802,83530,69989,90228
49962,40394,69820,37848,85403,5261,33536
43155,25064,63139,40081,2250,34772,24803
21342,84460,14527,51891,89312,2468,14582
6183,93077,38898,94238,45205,65232,76844
40095,39105,46625,43410,99660,78752,21929
11303,80005,59913,73476,75366,91661,54058
29428,11588,25848,7057,75131,19728,95667
10540,60133,87559,47506,88907,75885,30620
74746,91220,49199,5829,52441,8527,70696
42779,84678,29982,16081,9646,47154,25691
74415,37029,59661,75783,5089,40289,44984
38569,39070,58681,54076,55704,98936,11513
71171,77622,4839,11748,76331,71163,72251
36001,53947,62613,29025,29538,3387,78447
9584,69626,17055,59613,16686,27794,93078
42779,84678,29982,16081,39814,22717,14165
34453,16977,15430,97278,59716,90541,53104
66859,79417,7308,91600,6830,43465,88883
3671,19017,91065,96505,36284,56471,21733
76962,26551,24948,69372,26120,5023,16561
71856,13312,41358,59612,48108,60438,96009
5194,52472,17410,64795,60625,99403,91752
95987,56912,86114,30264,1232,25894,47065
27050,24197,81150,33682,69312,75416,1710
67802,28832,33240,15973,477,716,90753
66754,60150,15213,98657,48757,66059,80901
69542,31890,98364,43121,41034,59092,2467
37999,48916,78709,4784,86051,46025,38928
35436,75501,76908,21182,57221,91504,79120
7909,33300,99016,36933,49131,548,26488
86588,32357,76021,12307,95861,94313,48087
87988,49569,84037,92448,71834,26798,57859
37216,26689,34434,6178,36644,20405,22931
70839,95288,10352,34337,66945,5399,78508
85969,7445,69341,13250,29571,74723,76386
12247,90208,49181,77608,92892,33552,22161
55942,59646,40821,98698,20005,39935,26583
2804,14825,71875,23485,83967,44533,64212
76962,26551,24948,69372,74135,40879,33150
27845,70451,59132,92585,86676,67594,7857
37074,38422,25721,25470,78815,66729,1209
99630,92297,13916,47397,47906,43167,88565
87988,49569,84037,92448,10197,14315,22581
48580,62760,58304,35674,61539,60259,63931
88527,34205,67682,57456,44727,83262,97211
98554,55032,56654,97312,66449,3347,76528
99889,65987,3192,74734,73930,44015,78150
25036,85031,96237,23533,2549,79843,72716
66154,64152,94435,58090,12081,81032,95372
26531,605,79049,71635,3166,41637,33585
54911,57915,68501,53816,45179,54727,34941
6582,75768,44626,80154,60088,19116,59434
10329,69486,49826,8138,76872,25137,59475
67498,59479,26760,50012,1123,37027,74838
75763,7734,96939,35036,64019,20294,16910
38773,64452,83538,29229,44552,63671,69845
40679,75542,52733,90238,24185,45724,80027
47519,47477,58746,35273,42675,21268,32967
49893,64736,26320,31977,91793,26263,52621
98138,85478,44685,15338,69836,9522,30923
44963,85889,48933,45534,59331,63024,54439
83036,55874,13437,3525,87270,42099,36669
56281,88755,3705,59238,3173,96071,30721
93487,90262,8321,70839,20955,70820,22268
21658,97772,14543,77431,76605,87663,70766
99889,65987,3192,74734,38318,66167,56846
84064,51196,37054,23694,46311,31934,84498
25036,85031,96237,23533,23528,49906,96763
28438,86607,7888,66243,96122,62034,16232
25036,85031,96237,23533,24011,48047,72999
12316,40767,40374,49432,92237,96348,63086
5978,31170,86233,37969,84299,66118,71121
50743,95730,89820,39184,72501,63117,2866
40548,76187,61820,48500,33469,97004,83782
38773,64452,83538,29229,40096,87948,58407
98679,68725,97624,54131,26598,18873,40531
34058,79956,95750,93538,56870,13994,43239
34374,77933,80429,35030,68905,89997,67254
84096,54415,11399,68834,41257,82716,53294
50132,53861,68582,35245,64941,79837,30048
61823,74397,17876,52118,76316,36739,97657
44949,29955,2269,96505,36284,56471,21733
12316,40767,40374,49432,25910,52920,97910
15407,74253,88087,96215,19290,31069,81303
77017,62861,89129,86716,68200,4118,65808
28438,86607,7888,66243,8892,26217,87554
78878,63084,82275,40824,96705,16485,30410
46588,53514,10533,21849,67403,96088,9733
28608,54119,36086,54570,65628,6738,27076
40548,76187,61820,48500,53670,26664,96847
12118,1937,99262,31990,50347,34069,32594
12141,95497,62358,27106,40781,53754,46551
28438,86607,7888,66243,66311,94566,40862
2727,15083,64884,12166,80051,53101,58850
77047,20302,28259,45221,75737,11262,22379
89737,91599,30639,10468,51749,16914,84875
72525,84024,97470,16431,47807,81148,4877
93922,50994,20603,27523,52019,88609,60481
93922,50994,20603,27523,46279,63086,58742
14936,3794,36657,74819,65680,45723,65819
67027,12430,89521,21121,78210,16498,77886
53428,51052,55970,53359,98839,99578,55720
83036,55874,13437,3525,75629,53139,81609
86180,24199,179,41171,99727,63528,23594
48351,21918,74693,90842,69266,98806,39891
13903,46095,88764,50216,12012,10718,49113
91904,19451,50338,13657,50217,23448,27849
51379,99202,48257,27203,28589,44279,91431
90005,27961,10221,45660,48968,97670,94979
38014,38838,66566,1735,45862,50356,15970
60697,49587,41430,61588,14429,25374,15107
97088,96329,75100,97982,80540,52624,46875
73347,61123,57729,52578,18315,93557,45568
68931,69647,12908,4894,18372,12588,70505
7940,66234,82101,96405,19518,92115,57436
62795,59278,55909,70286,73371,8337,23442
68227,97452,66866,96543,63541,23003,19595
2962,12475,31625,13456,10389,16792,27535
47436,31349,34152,85693,82288,17594,90411
51379,99202,48257,27203,64981,54318,13473
39357,83207,66535,14094,74669,66551,36713
17928,43165,60666,12307,75087,22236,54983
10133,60852,77988,7676,2351,85988,11341
79011,61053,73504,58558,63237,11472,87776
83990,5804,59860,14763,84388,849,15489
70999,11588,87916,32912,56714,14519,34828
91904,19451,50338,13657,90211,41068,18333
21758,21043,67186,31600,26843,94044,74275
38907,57025,91586,84329,75173,21218,40155
10214,38721,64073,24563,19892,48190,90669
17663,87139,21132,71417,8432,14230,69496
34900,51134,54505,57885,53772,56286,46239
83602,43914,57132,24470,15858,65596,17626
39221,36462,68525,1040,87915,53317,46038
14791,12262,12948,81482,2589,99509,12371
40234,68658,34526,52041,30344,54141,57069
71540,64534,37910,66933,5092,77427,54594
47436,31349,34152,85693,80061,7230,21562
84624,48277,76554,33999,59309,57138,91128
45677,60143,52102,2227,93813,31604,11271
40103,51448,45952,91029,73402,15402,68353
58146,44364,33924,44414,99158,86762,47579
65692,19430,96878,84132,10441,76738,83667
79011,61053,73504,58558,62789,64695,51129
41128,4096,65295,57987,88408,58415,46341
22975,73902,47266,91282,26782,11929,97475
7940,66234,82101,96405,32433,98638,66894
78008,11387,86897,911,43303,30655,6237
62795,59278,55909,70286,44661,72809,16354
60697,49587,41430,61588,25644,16306,70418
94265,31008,29812,38265,76898,68494,91169
38719,3742,53358,69510,81780,31680,64235
81376,71621,58892,11288,34830,43221,31880
60697,49587,41430,61588,68523,71601,94426
52320,46683,64948,54838,67295,77334,81205
17928,43165,60666,12307,95861,94313,48087
99327,11000,90999,44912,27353,17908,28061
33205,69104,56415,48985,86698,48101,40218
31180,54255,49405,58683,46046,23205,66199
61655,27506,74917,7747,28889,36973,3209
16071,88137,48897,6667,49366,7561,85644
94265,31008,29812,38265,71914,62340,51188
10127,65604,11912,6851,62792,27650,14542
17141,34468,11140,68980,65909,71798,20935
28813,46810,14855,48601,69427,8638,5707
61681,51174,65845,37644,18543,2113,86940
65692,19430,96878,84132,26610,43222,52327
54905,29506,81836,22396,37606,37072,34802
33375,8766,98833,77757,48733,22574,99209
40234,68658,34526,52041,75942,96011,10342
66609,57302,35263,39324,54769,90028,99003
762,82298,49824,38344,79475,43154,5787
99671,19944,49006,95830,47336,69289,40337
78016,89131,12605,67013,87769,87535,75003
27383,16647,27492,41189,70612,17126,98991
1125,51740,984,56631,63537,12416,39170
95068,38666,30437,81373,72741,57229,59274
21545,31850,39691,7606,84546,71979,42416
88308,50317,9888,23003,89395,40700,3832
46374,40209,56519,83734,92907,23855,35976
84218,32862,181,9864,55580,99202,33531
96170,85578,18239,26555,67837,37267,44340
94849,90247,45176,9386,68872,39224,29254
41657,13974,44040,48719,56828,86395,2444
48109,31910,19454,73621,3716,31104,84928
42617,39508,9012,72820,35811,31997,55101
45611,89700,4882,75002,87110,24831,43492
94849,90247,45176,9386,81032,39640,26461
22600,67706,59016,47665,16136,95547,30153
48982,17067,30344,44633,11060,37031,61235
80251,19819,97688,88122,7079,23853,23643
21530,71638,3767,49847,35159,25978,67361
47189,73255,8099,73931,60349,36486,78377
53144,83145,84423,71993,45810,9972,6698
54771,46993,85704,3037,4756,93682,3686
13624,73919,31187,50644,5749,55330,2770
83576,19275,9047,95902,73554,23864,8678
11440,17134,29730,84454,66573,91168,71353
80251,19819,97688,88122,45001,27585,11443
63295,54703,43251,88321,14429,75480,98035
60635,48671,99316,59187,98792,18770,23909
27059,71313,4983,25341,42961,16794,33805
92829,29027,69103,28559,69273,65838,43292
80916,9671,67650,39227,14787,69105,91334
89684,12915,3471,14304,26240,35769,26750
64691,84378,65613,40706,28300,86719,91118
10433,3152,28219,57576,46607,42402,55566
46102,72325,78687,75612,25020,18011,41997
95645,23038,97920,42957,42283,12990,92914
22600,67706,59016,47665,64013,44441,85131
1636,2988,45178,81036,87677,422,86402
15558,97607,61469,95653,79853,13439,33204
22515,18885,59566,81156,16006,28445,746
53144,83145,84423,71993,65964,873,84679
33112,89432,9995,34206,10444,56264,84671
821,24116,36043,99474,3772,50950,57266
71802,8321,22901,22419,22355,21844,83370
88902,96296,60797,81581,4634,35495,40435
63438,68400,35715,3860,80177,12115,96694
80420,93880,58338,65331,69630,45680,70040
1967,58319,34636,65949,46922,87936,38464
70434,57207,490,79390,14276,52812,70838
55588,22780,81146,91955,67225,89010,8455
50045,97163,47089,49096,24478,47647,25898
94960,88128,21887,26819,67885,5279,39673
9647,55182,87903,58995,80479,12528,16955
9852,62639,87975,88974,97066,24001,18273
15463,63558,31074,41351,38008,48878,26317
64011,6222,82849,99853,86670,25232,72375
15463,63558,31074,41351,71741,75871,29195
79481,74469,7687,69450,45312,18780,95932
74949,11703,38411,53572,24083,18813,56538
13114,94294,61659,84372,60280,98621,58852
76857,4825,71019,33883,82888,5305,92835
30381,72522,19992,70962,91466,38575,22006
18777,68655,45791,61290,35200,61294,2430
64053,71471,70241,6976,19917,36866,39468
74488,61425,72748,18366,70781,7027,77309
48431,62625,83777,80632,53721,18177,32638
15463,63558,31074,41351,71046,85917,4563
91499,12368,40614,25838,30441,65249,38981
35098,73603,42191,98874,5074,91187,90147
55171,23078,11656,70415,42706,32881,5076
89454,92101,60934,94561,83912,65473,7150
91499,12368,40614,25838,33440,12313,51731
15463,63558,31074,41351,35049,87833,58291
83147,83740,26354,34526,31569,85851,65407
78019,59508,74069,43207,70737,78491,22458
74982,59360,77820,460,2683,59870,29465
12712,67133,96651,8229,13070,38351,10050
35177,77714,99235,90303,8188,50241,42592
42165,36560,91601,36348,801,53324,98330
78247,59009,65160,6278,36095,57478,89666
74479,90109,93373,44096,12684,7930,55472
83147,83740,26354,34526,3442,73917,48953
77578,86162,3483,39312,83810,50380,11730
84525,33165,47992,72253,90673,1353,20499
32526,23667,98718,88529,53254,6571,74189
59593,31727,99827,13078,44360,89195,66872
68419,76434,29062,63999,83453,80018,52053
485,74576,64053,84760,91872,26774,74222
70434,57207,490,79390,95814,15947,93701
74498,84832,45798,66255,79021,18677,32531
10829,16287,23262,93828,68727,36139,5784
9039,85897,8299,69172,66628,33281,34887
8993,32621,68621,92452,90592,46982,90302
32526,23667,98718,88529,41460,71923,52837
5849,44292,9522,45185,7811,19380,73796
50276,94860,35841,17734,86747,46889,97179
46695,55170,7567,71055,91004,92908,78930
59457,18359,24456,13287,85677,45514,16062
24984,55844,92675,9622,26990,17461,21856
1305,60800,47217,4600,61529,3226,50545
12597,12606,1589,15516,758,12884,56330
85538,34349,62206,6760,76531,26073,29165
98398,35122,39835,80960,7754,89192,89992
70747,21428,34806,13909,94387,75,30683
44553,8984,53663,38287,35769,87694,51779
9506,66059,90564,9939,43573,46861,60099
45476,67154,26989,38761,23728,77545,89129
22806,86017,24987,26890,2200,50831,26689
48069,83082,29541,87911,92058,95807,60682
31590,79496,36447,8909,65211,90986,77352
50701,88793,96520,28796,17945,77291,61433
76710,39942,42828,17761,15715,92544,6602
27727,47999,70319,19639,36451,86956,35536
44716,25445,43575,95516,42004,38221,77423
81939,1830,8186,95622,85592,35236,45380
78359,79966,61053,18710,74343,64032,32132
3210,51664,50906,61309,43930,7816,7477
50701,88793,96520,28796,43178,8281,18372
67076,56155,16779,50259,24124,26153,39597
70623,7548,67681,97869,21890,23575,67686
25730,78504,62708,71656,61594,43218,54655
71201,18622,36930,45008,20138,12487,45787
79006,5942,60615,9746,79292,75808,59169
74407,57298,45982,45917,59579,44062,74189
74407,57298,45982,45917,20773,3644,95213
78359,79966,61053,18710,55703,68455,72625
49368,48518,13154,23838,76405,54074,98205
78945,48479,41647,23223,62750,51900,54090
43638,99296,72857,7185,24943,30658,88570
38550,15454,6785,44534,4300,67141,28562
26145,81149,58196,77335,72233,66358,78918
64504,69899,76673,35093,32843,37670,89800
50701,88793,96520,28796,75947,70073,16350
9506,66059,90564,9939,60135,62642,25209
31933,13586,72330,4834,63442,6746,36548
99556,35940,11050,81051,19694,27299,1070
2707,18428,17159,26523,34914,70713,78741
78359,79966,61053,18710,85881,13443,51833
53445,95548,32422,6633,47501,83573,47605
70224,40252,73719,55896,26466,50870,99187
87499,66094,41535,752,68440,87574,40881
25661,8444,57802,28760,92601,75378,34191
34032,46785,44668,33958,44206,83802,88216
33381,79162,36802,22339,66302,18957,49893
86916,88274,54760,772,23889,20133,32830
67742,22587,98015,33864,39316,37712,1558
56172,79216,77362,63183,79001,59616,91386
49109,35176,29545,95056,26622,81264,48929
10745,67982,52830,86117,6315,84503,46136
33315,59916,37897,72360,27921,14624,79187
72914,39853,72254,6841,76446,92741,4565
9986,58291,10563,62804,34286,18383,96347
10612,22488,76136,94237,57378,80089,65961
75521,8249,14751,99682,26758,49631,85414
95912,28611,56150,50759,91714,83562,91400
57742,42563,25477,62781,94691,86826,57454
36570,87283,13235,91459,95448,89866,72954
12263,23267,65237,10008,29555,88503,13941
69861,9005,41530,62122,16398,40635,92322
76443,35631,52662,78402,80865,87060,64113
24278,39708,98039,74024,47034,35193,15021
20502,69582,51412,67649,32079,17144,83535
60069,28467,89099,43056,48394,86022,42511
22760,96037,69414,10645,19053,99869,55227
18451,85873,86062,9420,58645,96665,14742
12361,74804,4936,20471,58465,57063,93658
39507,11014,47097,14819,52183,35150,15738
87999,70250,40051,76621,3267,48759,25401
52980,6883,75500,99263,64373,3361,70936
67705,7777,72764,8216,98914,83702,65161
69875,1242,84930,51605,82297,45592,19820
67628,74862,4656,69040,4337,22158,99773
79652,40129,87764,35110,35415,26616,22422
84580,25304,99570,68770,69845,13459,26407
79652,40129,87764,35110,19605,35769,24899
62155,39373,25372,16097,6249,27872,44470
23341,34742,73477,93881,15347,19478,31266
98047,25157,76476,65481,90493,29586,73121
37300,82901,73348,40287,21941,31218,43475
10904,78116,76428,22087,81478,86115,13800
15381,40730,83635,65377,57699,91680,6328
98340,49988,34161,47025,59197,94020,91541
39507,11014,47097,14819,22321,41859,98890
79858,74003,71004,89171,25773,12789,91855
46521,81670,9072,21261,99158,42751,8478
67705,7777,72764,8216,52156,71402,60250
61731,55242,37290,94161,25221,25124,62178
26592,99057,43452,20421,32553,69384,85404
12891,55744,46025,51676,58953,28687,10186
98340,49988,34161,47025,66291,86214,48304
49201,30491,43460,63957,37935,23021,52127
92273,1380,31203,7242,76047,5783,29461
73186,97869,9961,47712,57117,45243,21706
67628,74862,4656,69040,39534,29023,3040
33575,77692,18924,22600,11599,92437,39905
10037,31952,10360,97971,41377,9550,59718
18531,15222,34011,56140,6327,47453,96526
34158,26845,11753,48429,75274,65235,1587
69875,1242,84930,51605,61702,60407,21454
66137,26279,27976,33373,71607,91335,82228
39507,11014,47097,14819,39866,74344,58318
92273,1380,31203,7242,81036,42928,96414
39507,11014,47097,14819,66601,72501,67680
95472,78493,86981,38759,34549,9925,90656
5285,41931,26380,48418,65739,97036,12190
83705,82580,22922,1184,50034,89878,13611
83959,14967,64150,36333,57291,37224,94942
77913,83821,49272,72811,1726,98955,51052
84182,3887,84252,47935,84148,92836,38752
35539,46026,14421,19524,30554,1384,66540
49737,32774,11456,33992,30799,78890,55222
34158,26845,11753,48429,2644,51591,98971
73246,75241,6473,20116,74779,89837,19318
5264,24104,6311,81416,71528,10633,17679
32764,23028,36087,62469,27700,11275,80665
45187,89672,927,41102,989,16716,84966
67257,72713,59791,21184,63803,98870,8503
56485,16064,10707,90047,98318,53105,67972
97049,63726,22969,31265,67958,82259,5656
60628,37342,3604,5418,13770,37261,2869
18203,19732,21260,67284,40152,24170,29939
76679,99460,64013,98923,60066,19593,22062
79683,80942,72070,35065,52739,34802,76458
42843,68000,78202,16166,71770,92944,96726
17955,64318,35761,62443,58169,9701,86565
4613,33354,49516,8919,95061,38793,12118
65695,39759,32972,87718,56985,95177,13849
38218,92931,847,92914,12086,35470,46087
50741,21127,23586,20374,57646,64562,7292
35321,89711,62534,20743,13010,44218,52622
89073,48521,3443,19710,79980,89419,69324
19544,38836,93139,27226,72497,17326,13147
15872,14032,51215,23965,38314,9985,93552
95877,3736,58129,86818,14939,13997,91616
10620,75904,66401,29840,18578,12109,99150
97066,28312,66907,56228,97126,9815,2685
32731,31886,84254,67182,18602,52259,58110
