D0,D1,D2,D3=C0,C1,C2,C3
8240,35490,74412,65954,53550,86173,58654
47372,869,41924,66050,939,70757,22321
84554,57455,76104,66050,72424,76454,21757
12110,66524,79256,66089,47981,79962,78628
92229,31156,76937,66094,50694,3050,44782
90998,53454,27650,66097,44567,54682,22654
80206,83782,49076,66143,46588,85910,66178
76756,24765,55615,66166,49178,53264,17226
15630,67961,2430,66218,93022,31822,79800
11637,73460,88822,66361,20092,88454,84026
20835,27401,15745,66373,34710,2865,54358
30056,67215,17815,66499,20847,74634,26613
29058,16884,26002,66515,76333,2940,26296
48240,50531,78952,66515,34622,85890,40767
93638,66222,8917,66613,49576,18854,8001
41775,29309,2824,66651,71487,96299,82430
91569,64195,60002,66758,16859,13504,92804
89223,3731,23299,66766,30129,22224,75749
41523,99243,136,66913,26566,96410,22625
2367,53653,84975,66954,12190,50998,37403
93705,75907,53102,66980,86295,7938,44994
70791,79149,22995,67031,67457,31908,5058
82415,36569,64667,67033,31619,94485,21756
60299,87051,71634,67063,93772,54532,64038
15638,79999,9962,67116,25175,69838,98493
90927,36868,11286,67129,4335,88626,52175
58831,97610,27749,67129,29055,41596,67189
99359,91392,66367,67234,89432,27841,57636
86808,37007,10621,67433,26117,95333,80198
51023,87898,16672,67582,38243,46318,72052
91538,29762,83636,67713,37368,41541,99660
91538,29762,83636,67713,46228,33533,60381
19485,3602,69142,67722,81012,36360,98300
60383,26365,36684,67776,32241,86780,86232
69425,27488,93352,68015,25223,55933,10991
55752,88923,94379,68140,3118,42520,93643
25533,55477,69224,68156,59191,80050,60590
22416,89458,23420,68193,52820,16348,38616
99568,7280,94727,68277,72754,62113,62945
85521,21464,9695,68426,78502,85796,61095
3493,15007,99152,68520,24490,2434,43938
91220,50547,12435,68589,71090,22255,23134
97115,62635,55685,68598,89930,77027,82549
54292,11006,90917,68611,95909,83169,72629
14011,75129,37546,68615,37370,11548,87803
44136,15309,85762,68625,39707,48009,89577
44849,58095,18839,68655,26784,45661,14680
94081,8791,8930,68744,30813,89861,51466
38646,63892,86516,68746,89575,17370,77451
49069,42085,83694,68851,27245,98798,99437
69875,2568,32720,68857,8161,48524,62287
69875,2568,32720,68857,96375,18679,23527
34231,81868,3154,68857,32076,27443,30484
34231,81868,3154,68857,96375,18679,23527
82411,89792,42563,68868,32076,27443,30484
31217,84653,80607,68882,49348,35065,69178
72153,44393,63952,68891,95871,31578,51747
93882,53636,47087,68910,70318,61524,53547
88847,34948,27960,68942,45662,81902,14041
25440,89997,43314,68942,82650,52351,7550
70899,27026,41510,68977,94910,77255,58217
35196,98483,85209,68988,60212,8243,89033
36106,56321,10621,69033,61161,13016,56240
82763,96571,22143,69039,13274,80389,38133
37706,98743,3592,69143,96591,43539,5843
73474,72665,16806,69171,24802,46585,81180
7615,59031,67447,69180,84896,37937,63162
95241,23784,56610,69285,20394,28816,30689
39403,8375,65200,69287,42576,19215,86073
79195,93818,46155,69324,80169,36103,19317
93286,95698,93648,69372,19116,92291,27458
79454,81150,49396,69395,5388,13734,91252
51350,82650,15714,69403,59395,66659,64718
94908,89188,36660,69459,33681,72621,77161
91419,85166,21268,69484,45841,9361,25021
75157,12534,62773,69608,40849,76148,80248
58590,25125,15587,69650,64831,29846,97228
4173,67621,54330,69676,2001,75198,57425
55250,24435,52357,69677,42908,49677,58916
31196,60409,62956,69680,10136,131,96261
80775,90244,76527,69686,73949,49252,33721
19923,23769,91351,69738,8835,17795,72912
69610,19973,64644,69763,97495,13636,31790
56267,86909,58061,69779,8115,16488,80996
53057,86245,59856,69798,10308,78815,69530
50937,44277,7669,69922,32392,32592,36460
11427,47520,56851,69922,91478,29210,10120
20793,84857,75123,69937,50570,93510,68048
75318,48674,91894,69938,89181,55034,59218
9242,50626,81318,69978,19340,80811,40812
86662,35910,96020,70004,67000,27672,88950
88079,22807,85454,70015,90171,93885,16387
63176,81462,52371,70027,3386,80092,31978
14705,36120,16475,70107,39454,89071,89202
19974,29941,34029,70204,48407,58950,36072
58762,51585,27823,70204,75977,56997,40119
16812,91777,96884,70227,63955,76352,40809
61152,67520,86267,70371,31517,89854,7422
29608,72410,1760,70416,69737,59454,22317
9917,49661,35278,70416,48821,20463,12064
8727,62932,64186,70437,65056,33696,91540
8572,75588,11090,70532,62857,51042,39519
8572,75588,11090,70532,91761,47652,63748
92946,90018,53670,70579,49291,65064,96566
14552,52592,38148,70676,20196,2079,11205
78777,90278,40724,70753,64384,86006,20997
79260,72881,4184,70783,56190,55984,38396
82455,88746,13534,70806,15361,34928,54973
18637,90333,19668,70854,3224,11646,26635
71434,52591,21699,70948,22991,38454,37851
80869,79057,82763,70977,27165,70991,63797
11749,79711,40344,70987,39249,59034,29437
89948,72445,20678,71005,66832,57311,70232
90256,167,34994,71035,25910,43039,82396
99832,50100,61324,71062,78205,72027,63110
98828,80359,34585,71240,54870,76299,82146
47817,48621,16859,71358,3303,7633,94892
69750,85210,1597,71374,19962,70088,49297
9436,42959,11959,71539,93436,6864,9178
39940,52063,18862,71539,61334,62945,96835
974,52290,62578,71565,95717,81003,34805
43295,29637,33835,71571,44712,95257,22875
23304,75543,57524,71636,8790,28280,80244
46697,80253,82110,71749,70277,83697,38790
28548,55309,44059,71749,86003,56025,90560
24502,65807,37645,71769,67076,23048,19648
95621,94936,2227,71903,70323,36976,97463
5161,15127,64123,71943,70704,55882,73032
69680,39742,62562,71978,34523,69982,95369
39556,49467,32758,72185,43709,45419,27278
28237,91412,98842,72185,97934,12334,86576
74439,12299,31866,72584,9054,29063,58952
76347,94575,59552,72679,98060,84237,22956
24002,47859,44845,72727,59653,93733,52275
58332,20544,98642,72756,50253,67412,59524
34129,71029,18107,72790,34319,56338,45336
52814,51139,28558,72790,26060,66249,45533
43945,33441,11290,72833,51804,58455,6125
82738,98154,29522,72977,72810,19888,14457
18879,54526,96103,72982,13769,43585,36207
42461,80874,87079,72988,27488,18310,88227
38562,51503,83787,73015,2572,2150,86279
81921,18108,87962,73015,63422,91194,30080
82347,24890,58305,73226,24410,91391,979
35521,51749,58900,73229,3740,53846,40889
6542,64734,90681,73249,94831,74744,52447
33753,40125,32679,73270,83305,63781,34103
65585,83876,51248,73354,90411,66895,86321
32178,63463,62148,73456,43492,4782,44680
3810,94807,8446,73571,26454,66365,12588
3810,94807,8446,73571,86959,58736,30105
81094,53316,39180,73685,79720,46959,91659
98579,30836,81708,73685,48258,13982,28
25656,61494,52817,73706,45432,60266,70002
73251,25176,74465,73772,56691,6628,28429
99116,84168,69574,73871,13516,47761,68097
11751,97931,10049,73871,43063,67062,62614
43049,59185,82137,73891,67227,85784,17399
40416,2086,41740,73970,29715,38885,76835
19794,95414,90305,74021,89173,8467,60594
69271,84354,3570,74039,67609,58001,34244
10872,99538,16876,74053,15469,23102,19277
83108,19128,81502,74058,28553,53047,65378
17862,22464,1675,74058,43993,13393,65454
90041,26524,27404,74102,42789,42915,88487
52579,67464,2602,74102,45291,8992,34749
53203,93946,16889,74208,54454,71938,49130
84237,71230,78177,74278,79787,67120,93539
12556,38553,56062,74364,9710,19412,49055
39673,1297,39468,74487,99778,51611,89500
6312,80327,70071,74488,975,86431,57101
5136,31840,9224,74555,39205,90561,80574
34421,83624,88910,74555,24295,66703,91201
54167,84147,56086,74557,24295,66703,91201
15588,36282,26257,74699,39153,81915,47808
98803,47498,11887,74713,12790,17462,20544
36531,6803,18539,74731,92757,34771,69181
41493,39804,49255,74753,27258,44639,73199
16637,75185,76510,74777,95506,8318,15374
82563,58633,11376,74860,5581,5532,54605
92398,3822,45847,74883,85222,31958,72344
67409,20521,1458,74998,71117,49508,52124
89067,12989,95271,74998,48580,95872,3734
7916,61256,92177,74998,48580,95872,3734
68451,61200,75965,75072,69994,10204,40017
43342,20897,95229,75216,70528,85466,7189
58124,25244,46458,75341,50340,81352,53301
83578,10417,10921,75341,92533,30391,56293
65923,32516,33646,75346,92533,30391,56293
15019,67306,88304,75346,11989,59132,79478
12120,99079,36777,75381,61410,16005,87604
81667,45414,65298,75436,31050,16459,84268
23088,32243,7805,75517,83252,41797,86275
44968,89581,13124,75669,80218,8583,80429
46901,56274,90516,75683,89296,96951,5971
54673,73387,28249,75726,44955,99645,39138
14254,70709,14170,75761,49797,58992,53364
4264,91584,71295,75799,47320,54910,68046
46082,90952,83143,75832,7830,1220,70140
14604,88861,53276,75891,12370,22622,18403
2544,58245,71902,75932,19074,87341,67635
43653,55705,81355,75947,59977,54022,70852
97860,10917,49821,75995,17553,20291,46224
95200,35551,10080,76067,2704,11078,3220
15405,77721,62862,76213,48166,25413,54292
3124,12981,79170,76472,74262,43819,26208
14844,63463,881,76483,74179,42463,69300
67713,28008,75753,76560,70128,33395,31029
43913,58163,11535,76655,12240,34067,93813
14409,78669,71845,76667,7695,47425,9913
5705,1864,50489,76706,70603,2892,701
94986,25762,66949,76801,88399,52563,71238
92646,82613,14864,76801,3190,41051,25193
40144,50574,35943,76812,41998,41293,30452
81463,21729,19412,76854,78810,21988,92446
42030,38609,28299,76957,77984,20561,21926
33042,49693,48178,77041,46252,83668,59442
54193,31855,86967,77139,98039,64594,89111
35385,61624,34367,77141,50141,39490,4678
91956,11767,6557,77164,78071,49088,35667
72652,97701,81682,77172,13744,80372,7245
79942,68987,81226,77242,25721,90388,76456
32146,23163,89056,77257,53379,60894,4371
32146,23163,89056,77257,68309,72936,16294
90771,46628,18734,77286,13740,6680,47998
2443,88514,90057,77300,62616,76060,8964
43283,15275,87262,77300,35056,59902,49700
66655,29209,68987,77455,73296,58092,96505
63561,81070,91585,77455,14679,52675,83869
74049,95542,96441,77461,55176,20644,78216
21573,51009,51421,77552,15412,76387,32966
36585,30260,42235,77580,36456,63237,89571
53756,58897,53772,77611,81504,73991,44457
40013,68312,35238,77736,49614,77186,66072
66660,27372,1150,77763,94001,23515,69629
7147,97632,96816,77773,16447,58999,76477
86740,66467,98568,77895,58604,70982,31858
63863,78966,4790,77925,65940,9590,1325
13066,782,76470,77932,55339,69822,3395
90765,279,82804,78028,92823,42733,83178
20885,11771,13824,78028,15541,93573,47826
77056,94084,59247,78041,13181,13715,94098
87352,93559,63761,78086,14559,34996,71327
13068,85993,44039,78142,50912,12232,18110
18434,84606,24216,78171,54571,28516,620
40147,77884,2403,78180,38128,16621,19399
60959,23473,86551,78323,56734,38517,94886
90121,4159,7614,78468,10976,1699,81273
48378,86518,65414,78496,22190,73572,21554
92376,86233,32327,78655,45030,30746,15896
78300,44962,27975,78696,71827,46909,28128
37359,67985,87945,78699,67697,30347,26293
33380,69257,26463,78714,3938,16655,83374
62664,72611,46307,78844,2469,43996,43944
25617,64397,48651,78884,8832,4896,44183
24926,1687,86388,78895,91971,53237,58953
53638,27737,13703,78965,979,2771,35138
46406,14319,14383,78974,16348,77641,84886
63225,50496,80563,78974,7585,19715,29886
68541,42431,91161,79188,5357,86072,18220
73273,80812,2484,79194,94092,34684,97511
94881,67918,75974,79210,37561,96789,10161
62653,92331,23102,79370,30449,12486,14179
59194,90470,64656,79381,78851,47840,35466
61348,90191,25439,79442,47923,94981,86577
61348,90191,25439,79442,40393,84067,55830
89287,48408,81020,79488,72557,84269,66698
2046,32407,42934,79493,52028,12888,94210
53254,63170,3328,79535,11407,89596,46881
94280,26091,82423,79611,92651,83562,36287
94280,26091,82423,79611,8151,51266,31480
39769,53617,635,79697,25813,91099,80295
66068,50122,15218,79876,39940,99308,84818
8016,89155,2278,79924,27358,26329,10278
8016,89155,2278,79924,54469,41626,82504
89013,34651,48256,79961,84756,38542,38458
10342,35589,30339,80013,69224,17292,28354
10342,35589,30339,80013,24772,43585,13367
1723,18916,53998,80139,75810,9919,52359
11546,74348,33159,80297,5379,57118,75469
22719,62105,59313,80417,44320,54909,39921
92439,5783,69363,80439,39759,45636,93561
41023,77276,20027,80522,92957,82754,54443
6281,31260,11202,80523,47736,49958,38660
53667,10278,43706,80667,88678,52175,76420
32431,54557,33772,80714,8199,532,50959
62471,66564,12390,80720,34263,86485,22108
70985,22018,59998,80759,86604,37359,86038
33847,70692,20288,80759,99707,20156,38372
77373,10836,41154,80828,83149,33199,11414
30425,7516,15525,80828,7678,7678,63976
74640,17051,63678,80876,26631,76767,702
58863,25388,3440,81006,70110,54177,29585
14706,74595,42883,81021,61066,84609,10171
84441,22864,83159,81044,98752,39065,65097
95216,34589,42825,81089,36591,87128,83329
1359,18375,568,81158,5671,89024,60252
31294,18518,41897,81168,48497,91253,21006
8618,35367,7519,81201,91087,74691,39815
96443,33352,41561,81206,98360,41022,62549
18552,73,36008,81287,57654,43006,69517
96584,75773,23973,81341,90668,55346,70699
82294,19150,10085,81562,90076,91184,23259
70584,73619,39430,81573,48356,33518,83240
2501,86620,31073,81573,85225,16547,17361
44128,23511,14607,81685,19955,86208,73718
40530,86370,58811,81744,51435,82436,27393
8127,58875,90302,81801,36531,21073,2484
86760,77893,8587,81830,3213,88819,69411
51892,18694,53825,81898,71509,21847,91184
66877,2813,48093,81907,80272,62548,95721
86751,60126,38904,82037,67264,40170,97016
31134,66749,95084,82051,61060,64611,26277
43513,75422,88135,82055,91800,53884,14847
26397,84114,61353,82057,39592,8308,70136
33232,52924,48134,82069,58933,44044,40860
40810,62152,464,82079,50703,60409,63601
12651,88461,12552,82091,5981,62243,80000
58922,36200,33528,82097,57120,54207,13124
27385,71753,45926,82126,32341,97748,51093
27385,71753,45926,82126,90832,46449,8084
27385,71753,45926,82126,41453,98047,36723
81991,68844,40166,82126,87547,83920,18989
81991,68844,40166,82126,90832,46449,8084
81991,68844,40166,82126,41453,98047,36723
12285,17645,62220,82136,87547,83920,18989
88901,42273,96677,82152,45830,91739,71972
94184,53298,35884,82152,81694,92780,68508
40275,16328,36111,82180,36480,41584,21562
81722,96353,69571,82440,75472,45115,83146
43837,16618,46171,82474,47755,73592,19525
65764,34253,70748,82479,15842,86838,33715
65764,34253,70748,82479,60203,62155,33911
90392,25482,1884,82521,9063,58895,9274
91957,59601,72233,82640,70089,83425,32913
82726,76257,24923,82640,76243,71088,64947
87123,86531,37103,82757,3633,44392,22488
73948,93552,89247,82768,41855,83958,19184
97754,17747,34626,82795,84383,72945,20005
33455,14589,91486,82827,93357,37423,41987
24146,29347,98420,82857,44314,59911,78848
40357,64329,98002,82891,47623,23256,87470
57559,77642,65446,82897,9319,63031,52852
17736,31427,75483,82946,93326,10221,44523
52950,55105,806,82965,93039,80025,60879
9160,28026,59163,82965,51503,21805,6028
3377,77277,99765,83000,79954,13623,72458
85211,65446,37927,83092,59853,95839,91860
70610,95621,70176,83119,22117,7440,61801
86965,37165,50412,83150,13482,84494,39788
20233,64375,44264,83432,44225,39944,12763
15897,36040,42860,83514,81916,20731,87989
79931,33702,97424,83541,63517,13746,2234
55312,33293,10064,83610,87401,88388,48796
28628,30718,30989,83649,6285,95017,58143
26555,21016,32654,83707,89391,77423,16837
73569,50270,39858,83786,13767,84635,14856
85844,34561,63306,84013,11420,28718,94317
42487,51036,6428,84131,81742,12534,43519
92936,8028,64085,84134,80226,23133,57016
92936,8028,64085,84134,56492,62402,54507
63242,39407,51193,84175,27124,82745,97930
52407,34585,58274,84193,77445,16907,28156
30456,68261,59203,84193,52317,33121,76541
87488,61450,30278,84254,88561,9772,43008
1503,23054,41658,84354,97027,92974,84215
9576,69931,11257,84365,90072,81519,10844
30027,1074,75398,84452,48218,66490,98528
14154,22032,91130,84744,84297,5855,58932
86988,78835,3940,84757,72100,22618,96757
73704,33500,97367,84795,99951,39692,9181
17985,97189,3539,84818,95794,31483,69289
76810,89160,93542,84857,21816,78393,41231
76810,89160,93542,84857,64858,82588,29327
25410,70687,26403,84864,2837,22118,29380
72987,37490,21444,84958,3839,9043,98047
91530,55708,89375,84958,230,28622,17930
480,22405,44739,84974,32875,69098,65165
55460,96012,28327,85134,81095,9434,98534
19513,99817,92350,85158,72292,53648,57403
71134,420,99626,85178,27662,37162,59965
71768,42043,6272,85205,78754,37658,68186
97639,46562,67962,85235,21563,36356,33336
40160,74863,47939,85258,65738,29573,37880
87469,46285,78912,85437,62098,24145,40234
10420,51647,95006,85568,25462,46294,42882
48539,88530,79287,85598,36448,14143,95400
69075,50376,91475,85631,93614,78337,78059
24848,94043,53157,85710,76917,5160,623
5116,65478,31881,85729,9314,36738,89233
6229,71175,16970,85790,92307,33747,93353
79977,70301,3632,85867,50975,96604,73146
50837,4051,9202,85889,44604,77589,60505
49557,83297,77861,85919,61751,91778,27789
26743,50020,16706,85942,44700,835,68918
25321,472,11993,85977,3541,6548,10984
75578,90114,68661,86037,60277,65925,51677
22774,52212,16885,86046,46188,80490,22589
49116,91980,42830,86209,74209,70099,95940
82153,51513,52257,86261,30664,49516,19551
1900,66061,62599,86308,41386,39003,78160
82063,2532,29580,86318,39299,26318,24129
49077,10927,31297,86319,18485,5613,87550
83802,22074,22383,86407,36085,51191,98067
19296,20375,68924,86505,21092,22214,73466
68789,96571,47522,86520,44684,56411,73651
65557,6674,3235,86549,77207,55651,29632
25921,50373,53804,86643,18233,41539,24722
27090,83897,31459,86710,16708,59654,21237
70938,85091,30315,86823,42470,57993,71758
23591,27885,41212,86841,12065,90689,5180
97720,13944,92989,86854,93340,89759,49005
95081,48329,86092,86953,41793,43655,54058
62798,57448,99535,86981,76811,30904,91779
69101,94001,84170,86981,25415,33933,74635
20252,14040,21058,87200,86325,8675,24158
11372,97667,84681,87263,99441,30932,7001
11372,97667,84681,87263,99224,85706,87637
73810,16675,5452,87286,40256,20606,98365
1353,47569,30957,87366,49095,40121,69254
51447,89111,48154,87398,12150,29403,60921
78903,66222,29994,87400,41865,96471,49578
14244,48639,91650,87406,57450,36814,62185
55990,97374,69407,87519,12091,21192,99748
80578,68236,2395,87519,74377,59019,34404
63898,53886,9379,87550,63440,23021,127
95998,87465,85638,87618,479,78424,52550
80283,35955,57914,87634,87412,80771,22950
22044,58406,50791,87634,39419,95420,51815
93422,81708,99661,87658,76674,16270,6240
81172,79166,67920,87774,14014,65174,11899
86896,96322,30106,87869,84569,48392,68176
74808,91364,71849,87869,83645,10719,90139
23267,32810,55732,87909,62043,60576,16222
18640,73399,32803,87909,80927,86922,5303
16284,42079,72723,87931,80927,86922,5303
96410,6942,6516,87931,88943,1368,26255
68944,69321,51112,88082,74280,45983,66656
68786,415,86950,88093,16217,77988,83351
7773,6064,54131,88099,1202,3778,51219
30788,50672,18952,88223,21655,78117,97218
62142,32125,40901,88251,46768,59200,39973
27767,25542,39493,88273,73773,64873,91651
92649,79809,44434,88297,30453,45564,73291
99228,26737,43359,88297,38193,18890,59750
85814,48423,43523,88416,46325,83792,59666
31621,78292,58897,88442,85481,24209,1025
25234,31964,60901,88501,93653,45409,2401
33168,47758,36207,88737,81522,96227,9272
87797,38687,75122,88762,95126,63662,91703
1938,54735,35654,88762,88522,44719,29994
10794,20021,67255,88905,28746,81949,81372
42171,48123,64892,88921,46518,27774,83252
87684,94826,82182,88921,77306,24810,89212
82429,23841,67881,89056,26097,2077,15482
83989,25760,83460,89129,62060,63916,75631
73602,32477,86792,89233,42492,55422,50324
11170,67229,70574,89439,61217,27647,9369
65130,85691,85812,89482,37405,14288,71586
21838,68817,58939,89492,91463,98150,15033
30721,9831,38284,89681,77511,26415,94695
20222,57869,94852,89749,21602,62609,36566
36764,4879,62899,89808,85506,24407,67646
98341,91379,39555,89948,66134,37093,73233
98341,91379,39555,89948,98999,21235,54532
98341,91379,39555,89948,79445,5801,35076
24750,91426,51580,89948,1724,29547,47152
24750,91426,51580,89948,98999,21235,54532
24750,91426,51580,89948,79445,5801,35076
29507,35177,67701,90006,50761,8456,65011
69406,54669,59337,90075,77506,84486,68583
67020,45392,42148,90105,62159,87184,7846
21142,84576,80693,90162,66359,27366,97880
14244,87548,61634,90203,2037,67077,14164
62766,74029,90313,90246,24390,15646,80394
38241,26196,85910,90246,58797,99473,82463
32574,10721,95389,90246,58797,99473,82463
6720,39972,93825,90296,20521,76769,23094
8248,8292,11698,90319,89587,90278,28857
89106,43101,6324,90343,59084,86095,66923
11096,91053,31034,90417,63821,69801,11890
85877,58344,47506,90418,69514,74795,96243
81851,24625,38197,90420,76964,32950,61484
66381,64588,68427,90555,54803,12732,35053
7121,42701,62920,90582,76903,58218,25512
68991,66417,62418,90606,26163,12631,35438
36146,78230,63575,90625,75336,48559,72183
84059,36615,71943,90646,55256,75464,52593
93419,94780,56003,90763,49648,85352,19420
4637,20353,62,90953,6254,38230,56097
8522,77595,36976,91007,58014,66635,79232
22797,91374,33433,91012,23424,49559,16544
80774,41120,66835,91036,78113,57621,61901
24354,18589,2497,91081,23963,83191,44358
45984,73441,20002,91102,76775,6816,58069
18575,39850,98647,91165,88737,96161,99460
34156,74992,89622,91225,93055,20290,35436
77720,21460,15677,91269,65459,62425,34759
26956,99104,35608,91320,3014,77741,30560
60488,99115,30293,91380,94634,45456,14814
91145,68041,66155,91426,15789,37916,43657
42882,80568,49553,91468,60500,41526,54379
69381,30399,23727,91470,28005,15425,44132
25836,4513,39688,91492,13064,11080,22010
73474,88933,39052,91593,48993,18886,42567
20261,47619,3371,91593,71445,47563,96314
65635,9078,98749,91613,31938,4763,13776
96602,5300,80852,91613,49381,91613,67096
76901,68051,70913,91625,81534,58481,67628
41640,91349,85011,91928,82344,78891,37249
97212,77754,30491,91940,26241,78543,12793
97116,23600,77127,91990,89907,40848,86393
97116,23600,77127,91990,18484,20573,59853
93975,42523,75086,91990,17840,68405,83829
93975,42523,75086,91990,18484,20573,59853
38614,44022,53130,92155,7796,6226,61918
41158,10618,9036,92159,77930,57455,54353
76385,78489,63047,92203,38930,21177,88482
21731,44348,31402,92203,55421,76927,74079
88929,45330,67030,92212,55421,76927,74079
68918,68265,73484,92288,67299,94459,70895
47648,5158,31392,92316,20649,5489,43292
41576,27050,81262,92348,64518,34208,83665
78776,27402,44113,92375,42711,76933,73740
42749,30365,94584,92389,59403,42481,22879
42317,5765,39348,92389,40394,7241,28120
35989,92878,95730,92424,36508,72749,1754
36055,89769,5587,92487,89268,23830,76461
82938,61236,23772,92598,77710,67356,57480
18694,9154,88540,92777,64635,78823,6331
67423,4688,57178,92911,47183,54559,15512
54463,4913,72338,92922,85648,60586,11240
20250,95291,21070,92959,22438,36393,66460
41977,93133,46883,92994,76045,6259,81883
67368,45698,85537,93119,70489,95895,59736
33608,44796,95995,93150,29410,67309,79232
63196,71010,71781,93224,12034,3414,65549
51007,72933,40153,93370,12882,34589,46103
83280,76043,81294,93387,82525,66740,96858
26435,16322,95929,93387,710,91515,75762
94091,78319,323,93497,29350,80519,68091
39960,88995,51525,93547,31321,74257,65853
56026,77493,60198,93547,1538,49440,16043
1107,53582,14380,93658,72368,84304,48016
22586,76934,87350,93712,77175,43884,11700
99075,84388,64316,93727,57817,904,69796
55220,81337,65962,93847,42092,73213,1396
8433,71111,74840,93862,59279,58668,27624
23486,15779,82311,93966,49723,74956,26442
21301,6246,40118,93972,75750,5348,57135
8055,68861,5465,94136,38858,70002,85707
55460,24766,33651,94150,49724,31544,45097
52108,76358,74207,94200,71545,16687,78056
98800,41262,69850,94242,48999,21557,11506
71578,32838,42241,94565,13917,3861,93639
46313,15638,7096,94700,7009,91400,7971
84772,67302,76268,94702,2637,57624,51641
62789,89814,49589,94777,86028,91807,11771
71710,18418,14581,94822,84402,68423,38872
1953,35587,43634,95028,70590,93449,56928
40112,49312,21611,95112,45353,66102,40166
40112,49312,21611,95112,72087,62320,7076
65569,57218,31573,95112,22719,41095,18531
4495,20902,43233,95112,22719,41095,18531
65569,57218,31573,95112,72087,62320,7076
4495,20902,43233,95112,22719,41095,18531
27295,42678,29299,95293,11646,12557,40462
27295,42678,29299,95293,12810,52211,74092
27295,42678,29299,95293,63404,91648,93708
83434,44497,31580,95326,42549,32974,96206
83434,44497,31580,95326,65174,16262,35994
60855,38304,37093,95413,89828,349,45427
69360,25823,45708,95636,14818,1355,88055
83177,98258,12829,95670,51308,37024,57994
83177,98258,12829,95670,68532,47708,49379
52481,88636,8084,95678,31591,49139,9304
29721,52081,84502,95694,50520,38877,79050
29721,52081,84502,95694,71604,95040,94030
65210,64045,16340,95694,88301,74096,95154
65210,64045,16340,95694,71604,95040,94030
83291,84049,91694,95764,29465,99958,31717
57495,67353,54419,95823,60441,32791,78093
79479,30193,79658,95840,72949,54426,1715
20326,45108,75904,95853,5121,70658,82960
17027,44272,23393,95914,33243,84679,36544
13489,95854,26003,95993,66102,12441,55941
32120,96610,61111,96137,7462,1723,73589
14481,4824,9311,96198,32241,55796,11218
71840,51374,56229,96198,17992,13741,95982
17775,91099,10359,96256,38006,15720,99259
92722,47153,28208,96269,96716,83228,65624
49112,39107,83230,96291,41408,86635,57678
52973,39063,54467,96292,73873,77695,63938
52807,8378,69732,96413,52229,94684,96065
94459,47745,26091,96496,26291,91933,33091
60416,52008,3539,96520,40178,69434,60756
76674,29493,10185,96540,66881,61222,18052
40550,9484,36370,96600,75858,84423,60475
27422,91665,52658,96616,66600,35639,31723
45620,6599,384,96665,44678,27349,93957
46162,80369,35262,96701,58595,99317,68728
56028,81784,57953,96704,16354,57988,32293
72795,26126,80175,96747,87888,48360,53394
50039,62663,85700,96791,75194,76951,60940
63159,78752,48845,96793,98895,96834,67191
40451,35397,78812,96812,71873,58968,26971
49295,87610,11034,96826,3641,85535,99086
21871,97026,50808,96860,48481,86164,96701
33147,43568,31363,96867,23828,74053,48648
3867,2898,11682,96891,99042,68562,30791
3867,2898,11682,96891,34136,8435,80491
50290,69653,31659,97052,82944,86360,63447
94500,30947,27588,97075,50914,72960,98784
46493,47409,91526,97164,36484,25800,52474
27884,87842,56323,97202,81036,86087,26591
17062,78290,31424,97224,3585,7667,88718
56279,18991,71583,97351,52504,28123,44383
78312,22008,56261,97589,23949,76411,42334
7562,29713,60648,97640,56633,81166,40180
54780,52951,54809,97751,36508,69115,50223
82242,71624,25835,98038,56780,77262,38041
87522,5214,55210,98038,17891,19462,90923
43801,31216,96310,98108,4508,52082,10599
87398,95253,53860,98108,24109,50088,89439
27018,13456,59740,98215,90847,67966,66849
27018,13456,59740,98215,93653,66845,75082
91297,14919,25758,98218,50004,20787,63145
52321,14055,34460,98320,74004,75152,2471
50655,41275,96129,98331,42782,55627,98131
68495,3980,24564,98331,86910,88480,85869
40297,87910,59099,98337,86910,88480,85869
77870,67342,76064,98397,38753,18158,62996
61042,86360,15977,98463,66625,38161,26380
65540,17461,74474,98545,1724,8862,35774
43969,1218,18613,98548,47749,7548,77711
43969,1218,18613,98548,91906,84579,33029
23988,96223,81076,98641,39583,26365,31781
54027,16991,96424,98770,1659,59516,14137
51923,5033,71321,98812,55860,76849,1434
62276,10168,97683,98814,29788,76177,5462
47650,27064,84969,98870,15580,49682,63710
70537,39345,5756,98974,80401,47284,87164
10841,10221,18148,99027,24702,42288,49301
37102,41486,82251,99090,81511,98643,5073
63862,82050,82272,99224,13699,38353,86569
28859,42095,83145,99224,30425,36281,89941
54861,88016,3693,99259,56456,74570,39385
8485,50098,27074,99439,13050,98826,73552
11404,51931,82317,99688,83264,26750,97754
97315,87464,74264,99714,97396,53995,4447
44988,327,59562,99739,75089,98383,34547
64403,127,50993,99806,19218,22297,8191
94692,50312,60178,99827,12215,5661,56295
91494,31022,59591,99847,52709,85884,5844
32847,64403,35399,99847,98611,13930,4912
56229,58263,6137,99847,98611,13930,4912
45904,20635,27264,99906,38031,96832,31515
75759,44387,90878,99909,56621,80021,35414
75759,44387,90878,99909,1383,33683,48585
96853,80274,6884,99949,17385,28902,74831
18854,79962,12389,99949,28492,32252,73111
86414,42736,79918,99985,28492,32252,73111
26041,70595,51536,99985,48797,34501,83699
